description,code
"A input containing a list of options with white text, each inside a groove box, with 2px 2px 5px rgba(0, 0, 0, 0.3), fade-in, and @media (max-width: 600px) { font-size: 14px; }.","<button><ul style='box-shadow: 0 4px 8px rgba(0, 0, 0, 0.2); animation: bounce 1.5s;'><li style='color: red; border: 1px dotted cyan;'>Click Me</li><li style='color: white; border: 1px ridge pink;'>Choose Option</li><li style='color: black; border: 1px solid purple;'>Hello World</li><li style='color: purple; border: 1px double cyan;'>Enter Your Name</li><li style='color: green; border: 1px groove orange;'>Login</li></ul></button> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } } @media (min-width: 600px) and (max-width: 1200px) { font-size: 16px; }"
"A black button with medium Tahoma text, using inline-block layout, aligned to the right, with 0 4px 8px rgba(0, 0, 0, 0.2), fade-in, and a :hover { transform: scale(1.1); }.","<button style='background-color: white; font-size: 22px; font-family: Courier New; display: none; text-align: right; box-shadow: 4px 4px 10px rgba(0, 0, 0, 0.5); animation: spin 2s; transition: all 0.3s ease; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'>Click Me</button> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } }"
"A small textarea with orange text, Courier New font, 2px 2px 5px rgba(0, 0, 0, 0.3), and slide-up, displayed as none with center, responsive with media queries.","<span style='color: red; font-size: 12px; font-family: Courier New; box-shadow: none; display: none; justify-content: flex-end; animation: spin 2s; transition: all 0.3s ease;'>Hello World</span> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } } @media (min-width: 600px) and (max-width: 1200px) { font-size: 16px; }"
"A large h2 with yellow text, Courier New font, none, and bounce, displayed as inline-block with center, responsive with media queries.","<input style='color: orange; font-size: 18px; font-family: Verdana; box-shadow: 2px 2px 5px rgba(0, 0, 0, 0.3); display: block; justify-content: flex-end; animation: slide-up 2s; transition: transform 0.2s ease-in-out;'>Enter Your Name</input> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } } @media (min-width: 1200px) { font-size: 18px; }"
"A small h2 with cyan text, Verdana font, 4px 4px 10px rgba(0, 0, 0, 0.5), and fade-in, displayed as inline-block with center, responsive with media queries.",<select style='color: yellow; font-size: 24px; font-family: Verdana; box-shadow: none; display: grid; justify-content: flex-start; animation: fade-in 2s; transition: transform 0.2s ease-in-out;'>Submit</select> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } } @media (max-width: 600px) { font-size: 14px; }
"A medium p with green text, Arial font, 0 4px 8px rgba(0, 0, 0, 0.2), and spin, displayed as grid with space-between, responsive with media queries.","<textarea style='color: yellow; font-size: 30px; font-family: Courier New; box-shadow: 0 4px 8px rgba(0, 0, 0, 0.2); display: block; justify-content: flex-start; animation: spin 2s; transition: background-color 0.4s ease;'>Click Me</textarea> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } } @media (max-width: 600px) { font-size: 14px; }"
"A responsive input with a grid layout using template 'repeat(2, 1fr)', containing items with small text and :hover { background-color: #555; color: white; }.","<textarea style='display: grid; grid-template-columns: repeat(3, 1fr); gap: 10px; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'><li style='color: blue; border: 1px dotted white;'>Click Me</li><li style='color: blue; border: 1px solid gray;'>Hello World</li><li style='color: green; border: 1px solid blue;'>Submit</li><li style='color: purple; border: 1px groove cyan;'>Contact Us</li><li style='color: blue; border: 1px ridge green;'>Choose Option</li></textarea> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } }"
"A responsive h2 with a grid layout using template 'repeat(3, 1fr)', containing items with medium text and :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }.","<footer style='display: grid; grid-template-columns: repeat(3, 1fr); gap: 10px; :hover { background-color: #555; color: white; }'><li style='color: cyan; border: 1px dotted red;'>Hello World</li><li style='color: blue; border: 1px groove black;'>Search</li><li style='color: yellow; border: 1px groove yellow;'>Sign Up</li><li style='color: blue; border: 1px solid gray;'>Login</li><li style='color: yellow; border: 1px groove yellow;'>Sign Up</li></footer> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } }"
"A white button with large Courier New text, using inline-block layout, aligned to the right, with none, slide-up, and a :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }.","<button style='background-color: orange; font-size: 28px; font-family: Times New Roman; display: block; text-align: right; box-shadow: 4px 4px 10px rgba(0, 0, 0, 0.5); animation: slide-up 2s; transition: all 0.3s ease; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'>Submit</button> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } }"
"A medium h1 with blue text, Courier New font, 4px 4px 10px rgba(0, 0, 0, 0.5), and spin, displayed as block with flex-end, responsive with media queries.","<footer style='color: cyan; font-size: 12px; font-family: Arial; box-shadow: 2px 2px 5px rgba(0, 0, 0, 0.3); display: flex; justify-content: flex-start; animation: bounce 2s; transition: transform 0.2s ease-in-out;'>Submit</footer> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } } @media (min-width: 1200px) { font-size: 18px; }"
"A large select with white text, Verdana font, 0 4px 8px rgba(0, 0, 0, 0.2), and spin, displayed as block with flex-end, responsive with media queries.",<input style='color: green; font-size: 28px; font-family: Arial; box-shadow: none; display: grid; justify-content: space-around; animation: bounce 2s; transition: transform 0.2s ease-in-out;'>Sign Up</input> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } } @media (min-width: 600px) and (max-width: 1200px) { font-size: 16px; }
"A black button with medium Times New Roman text, using grid layout, aligned to the justify, with 2px 2px 5px rgba(0, 0, 0, 0.3), slide-up, and a :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }.","<button style='background-color: black; font-size: 22px; font-family: Courier New; display: block; text-align: left; box-shadow: 0 4px 8px rgba(0, 0, 0, 0.2); animation: slide-up 2s; transition: background-color 0.4s ease; :hover { background-color: #555; color: white; }'>Choose Option</button> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } }"
"A header containing a list of options with purple text, each inside a groove box, with 2px 2px 5px rgba(0, 0, 0, 0.3), fade-in, and @media (max-width: 600px) { font-size: 14px; }.","<header><ul style='box-shadow: 2px 2px 5px rgba(0, 0, 0, 0.3); animation: bounce 1.5s;'><li style='color: cyan; border: 1px double green;'>Search</li><li style='color: yellow; border: 1px groove white;'>Submit</li><li style='color: yellow; border: 1px dashed black;'>Submit</li><li style='color: orange; border: 1px ridge green;'>Choose Option</li><li style='color: blue; border: 1px double pink;'>Enter Your Name</li></ul></header> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } } @media (min-width: 600px) and (max-width: 1200px) { font-size: 16px; }"
"A small footer with pink text, Verdana font, 4px 4px 10px rgba(0, 0, 0, 0.5), and spin, displayed as inline-block with space-between, responsive with media queries.","<button style='color: purple; font-size: 28px; font-family: Helvetica; box-shadow: 4px 4px 10px rgba(0, 0, 0, 0.5); display: none; justify-content: space-around; animation: bounce 2s; transition: all 0.3s ease;'>Enter Your Name</button> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } } @media (max-width: 600px) { font-size: 14px; }"
"A large select with red text, Courier New font, 4px 4px 10px rgba(0, 0, 0, 0.5), and slide-up, displayed as inline-block with space-around, responsive with media queries.","<nav style='color: purple; font-size: 24px; font-family: Georgia; box-shadow: 0 4px 8px rgba(0, 0, 0, 0.2); display: flex; justify-content: flex-start; animation: slide-up 2s; transition: background-color 0.4s ease;'>Click Me</nav> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } } @media (min-width: 1200px) { font-size: 18px; }"
"A div containing a list of options with yellow text, each inside a ridge box, with 2px 2px 5px rgba(0, 0, 0, 0.3), bounce, and @media (max-width: 600px) { font-size: 14px; }.","<textarea><ul style='box-shadow: 4px 4px 10px rgba(0, 0, 0, 0.5); animation: slide-up 1.5s;'><li style='color: green; border: 1px dashed black;'>Login</li><li style='color: pink; border: 1px dashed blue;'>Submit</li><li style='color: white; border: 1px dotted gray;'>Sign Up</li><li style='color: green; border: 1px dashed white;'>Sign Up</li><li style='color: white; border: 1px double black;'>Sign Up</li></ul></textarea> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } } @media (max-width: 600px) { font-size: 14px; }"
"A span containing a list of options with white text, each inside a groove box, with 4px 4px 10px rgba(0, 0, 0, 0.5), spin, and @media (min-width: 1200px) { font-size: 18px; }.","<p><ul style='box-shadow: none; animation: bounce 1.5s;'><li style='color: gray; border: 1px dotted gray;'>Contact Us</li><li style='color: orange; border: 1px dashed cyan;'>Click Me</li><li style='color: purple; border: 1px double orange;'>Hello World</li><li style='color: yellow; border: 1px groove cyan;'>Enter Your Name</li><li style='color: yellow; border: 1px solid orange;'>Choose Option</li></ul></p> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } } @media (min-width: 600px) and (max-width: 1200px) { font-size: 16px; }"
"A small p with gray text, Georgia font, 2px 2px 5px rgba(0, 0, 0, 0.3), and fade-in, displayed as inline-block with space-around, responsive with media queries.","<nav style='color: white; font-size: 14px; font-family: Times New Roman; box-shadow: 2px 2px 5px rgba(0, 0, 0, 0.3); display: flex; justify-content: space-between; animation: slide-up 2s; transition: all 0.3s ease;'>Contact Us</nav> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } } @media (min-width: 600px) and (max-width: 1200px) { font-size: 16px; }"
"A h2 containing a orange button with linear-gradient(to bottom, blue, green) background that says 'Submit', followed by a medium text description, with bounce.","<p><button style='background-color: linear-gradient(to right, red, yellow); font-size: 16px; animation: slide-up 2s;'>Submit</button><p style='font-size: 16px;'>hello world</p></p> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } } transition: transform 0.2s ease-in-out;"
"A button containing a blue button with linear-gradient(to right, red, yellow) background that says 'Sign Up', followed by a large text description, with fade-in.","<button><button style='background-color: linear-gradient(to bottom, blue, green); font-size: 28px; animation: fade-in 2s;'>Login</button><p style='font-size: 28px;'>choose option</p></button> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } } transition: transform 0.2s ease-in-out;"
